DrugBank ID,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed,Molecular_weight,LogP
179,520.1629218,12.57698579,9.290000297,9.290000297,8.024075805,5.290837384,5.290837384,4.093467597,4.093467597,2.840228195,2.840228195,1.850271005,1.850271005,29.68484424,14.69560176,0,13.02770359,5.563451492,0,10.76394322,6.9237372,0,4.983978521,9.843390349,242.0902715,1.588235294,2.294117647,2.882352941,0.6,-1.44,17,228.119,12.02850568,4.438375367,2.16656569,96.28954903,11.56420399,0.393568836,11.56420399,0.329960031,0.204977324,0.329960031,-0.815616497,-0.393568836,-1.51428,57.6793,242.231,3,7,0,1,1,0,1,1,6,3,7,0,2,0,1,1,94,14.94991774,12.33186756,0,0,5.559266895,5.689743398,14.34561535,4.794537184,0,0,0,6.9237372,18.18111669,12.71084835,2,14.94991774,0,0,9.551078169,0,31.78039277,6.606881965,32.59837972,0,0,11.24901029,0,0,0,38.5789477,4.736862954,6.9237372,18.21217429,15.78591794,0,0,0,104.55,6.543386243,0,24.91621276,18.50208425,-0.643489203,0,0,-0.580527211,1.26233316,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584274214,242.231,-1.51428
180,417.3972581,13.66492594,11.86219291,11.86219291,9.295554958,6.507144379,6.507144379,4.519591109,4.519591109,3.389292829,3.389292829,2.397866876,2.397866876,0,0,0,0,11.49902367,44.03674535,0,21.32939262,12.13273414,10.21669833,14.21058886,266.1630426,1,1.684210526,2.263157895,0.571428571,-1.46,19,244.165,13.95986247,6.632670417,3.108409315,113.9954404,5.504109505,0.492715006,5.504109505,0.203099948,0.664476332,0.203099948,0.664476332,-0.492715006,1.1176,74.2447,266.341,1,5,0,1,1,1,0,1,5,1,5,0,5,0,1,1,106,19.52737747,0,11.49902367,5.749511833,0,0,4.899909731,0,0,0,6.066367068,6.066367068,38.28723352,21.32939262,2,14.21058886,0,0,10.21669833,0,6.544756406,47.50841825,17.69618563,0,17.2485355,19.52737747,0,17.2485355,0,52.40832798,6.544756406,0,5.563451492,12.13273414,0,0,0,42.96,16.20641613,0,2.403045163,3.352287046,1.126898148,2.126322148,3.973317508,0,5.047039399,4.931341125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864807698,266.341,1.1176
181,59.81353753,5.154700538,3.510162424,3.510162424,2.64273441,1.62708968,1.62708968,1.126912803,1.126912803,0.389527556,0.389527556,0,0,12.01114612,4.794537184,0,0,0,0,6.9237372,0,0,0,10.84019487,89.04767846,2,2.166666667,2.166666667,0.666666667,-0.57,6,82.038,5.43,1.76763384,1.72154519,35.76478181,9.574074074,0.480094234,9.574074074,0.319677956,0.731481481,0.319677956,-0.962962963,-0.480094234,-0.5818,21.2852,89.094,3,3,0,0,0,0,0,0,2,2,3,0,1,0,0,0,36,10.84019487,6.041840829,0,0,0,5.969305288,4.794537184,0,0,0,0,6.9237372,0,0,0,9.901064579,5.969305288,0,0,5.733667477,12.96557803,0,0,0,0,5.733667477,0,0,0,17.11767351,4.794537184,0,6.9237372,0,0,0,0,63.32,0,0,9.574074074,7.865740741,4.835648148,-0.962962963,-0.731481481,0,1.418981481,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451352188,89.094,-0.5818
182,97.65627611,8.36180732,4.330735667,4.330735667,4.337222523,1.981680036,1.981680036,1.25439524,1.25439524,0.479693267,0.479693267,0.167466915,0.167466915,19.14553934,26.34249029,0,0,0,0,0,0,0,4.736862954,0,168.000984,1,1.4,1.5,1,-0.46,10,166.02,9.54,3.087489501,3.543480875,51.5758929,11.33333333,0.444865182,11.33333333,0.444865182,2.489583333,0.279456904,-5.378541667,-0.279456904,2.0835,18.04,168.036,0,1,0,0,0,0,0,0,1,0,7,0,2,0,0,0,62,0,0,0,0,6.357735737,12.7878036,4.736862954,4.390415048,21.95207524,0,0,0,0,0,0,31.07935324,0,0,0,0,19.14553934,0,0,0,0,0,26.34249029,0,0,19.14553934,4.736862954,0,0,0,0,0,0,9.23,68.45805556,0,0,0,0,0,0,-9.288263889,-3.753125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573247548,168.036,2.0835
183,596.8939331,18.40541292,15.20174296,15.20174296,11.73605321,9.255729927,9.255729927,8.535746863,8.535746863,7.233900448,7.233900448,5.563425327,5.563425327,23.59222853,20.11411937,0,30.46456649,18.41474778,24.8355694,0,0,12.99975731,13.50267288,4.736862954,350.2093241,1.32,2.04,2.64,0.75,-1.17,25,320.215,18.61602926,6.526113507,2.862112857,148.9342203,11.75485675,0.45912983,11.75485675,0.336070331,0.028026975,0.336070331,-0.843662381,-0.45912983,1.9626,93.5604,350.455,3,5,2,1,3,0,0,0,5,3,5,0,3,2,1,3,140,20.05644514,12.71084835,0,0,0,5.969305288,0,4.794537184,0,0,32.07553472,49.35491068,5.414990469,18.28395288,3,24.85098232,5.969305288,0,0,22.66579303,58.15951529,13.21376393,23.80116485,0,0,0,0,0,0,46.71058418,9.531400138,22.66579303,45.95158251,23.80116485,0,0,0,86.99,4.895016421,0,11.75485675,30.43123904,0.911098251,-0.073411373,0,4.417010753,8.497523494,0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411450735,350.455,1.9626
184,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18.86060321,0,0,0,0,0,0,0,7.01545597,1,1,1,0,0.597402597,1,6.941,1.597402597,0.271315641,3.293054771,19.66604329,0,1,0,1,0,1,0,1,-2.996,0,6.941,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.86060321,0,0,0,0,0,0,0,0,0,18.86060321,0,0,0,0,0,0,0,0,0,18.86060321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242161034,6.941,-2.996
185,706.3275441,22.05167728,19.09635014,19.09635014,14.10139263,11.58877753,11.58877753,10.25158977,10.25158977,7.347585099,7.347585099,5.079221881,5.079221881,11.51895686,14.69560176,0,36.48527102,24.17453976,25.68328649,5.57310453,0,20.7712116,32.07553472,9.473725908,418.2719243,1.266666667,2,2.666666667,0.76,-1.62,30,380.27,23.05174144,9.252392398,5.1610366,180.4455307,12.86586534,0.462187767,12.86586534,0.31128691,0.094948612,0.31128691,-0.601027192,-0.462187767,4.5856,115.4548,418.574,1,5,2,1,3,0,0,0,5,1,5,0,6,0,1,1,168,14.5802533,12.20793278,0,0,0,11.93861058,9.589074368,0,0,0,38.99927192,62.85758356,12.33872767,17.93977848,3,24.16932767,11.93861058,0,0,29.08661465,91.4555149,0,23.80116485,0,0,0,0,0,0,35.35703713,19.06280028,29.08661465,73.14361574,23.80116485,0,0,0,72.83,11.62223202,0,24.56508669,9.917686908,0.784661375,0.775869753,0,9.612790676,10.30500592,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639062275,418.574,4.5856
186,1288.742785,23.49298858,18.86698609,19.68348267,16.58052004,11.63183689,12.44833347,8.637786815,9.689985656,6.271602432,7.473230519,4.449269242,5.687564346,0,15.00759197,0,17.28226861,17.73378495,45.91052387,30.59925075,42.46456948,24.26546827,4.899909731,4.736862954,473.1660793,0.882352941,1.588235294,2.323529412,0.25,-3.35,34,446.378,22.44261175,9.87268873,4.78607275,202.4046936,13.64656107,0.507966237,13.64656107,0.194627578,0.08344303,0.194627578,-0.08344303,-0.507966237,6.0752,136.2511,473.594,2,5,0,1,1,3,1,4,6,2,6,0,7,0,1,1,174,14.94991774,23.85541746,5.783244946,0,0,0,9.694446915,0,0,11.33678588,6.420821623,98.2246453,32.63495071,0,5,19.74445493,27.20617496,0,4.899909731,0,19.26246487,26.24115118,77.85694074,0,27.68913419,4.736862954,0,17.2485355,11.33678588,47.13736065,0,0,35.18390504,66.73003775,0,20.52674282,0,70,6.756609637,1.455940403,16.89525519,20.43953782,2.027913427,1.008903355,19.21944191,3.848741393,3.84765686,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.31866433,473.594,6.0752
187,442.8824541,7.844934983,5.426511862,6.182440808,5.254020195,3.039388544,3.417353017,2.155000913,2.591436694,1.380996424,1.616093527,0.924229194,1.096332218,5.756062822,4.794537184,0,0,16.12235417,0,0,18.19910121,0,4.983978521,16.01809083,168.993056,1.454545455,2.272727273,3.090909091,0,-1.22,11,165.535,6.487694108,2.134222588,1.031576236,66.59183322,10.63488284,0.416783326,10.63488284,0.416783326,0.456234568,0.407862112,-0.456234568,-0.407862112,1.7745,41.8447,169.567,1,3,0,0,0,1,1,2,2,1,4,0,0,0,0,0,56,4.417150937,0,5.583020142,0,0,5.756062822,4.983978521,4.794537184,0,0,11.60093989,18.19910121,5.022633314,5.516700718,2,4.417150937,22.70066075,0,4.983978521,0,0,0,33.77233453,0,0,5.756062822,0,0,11.60093989,4.983978521,0,0,0,27.41078933,5.022633314,11.09972086,0,46,4.753117284,5.664222096,13.12747543,0.578287037,1.154537037,-0.456234568,4.956373457,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653513515,169.567,1.7745
188,655.2314629,14.81962648,11.71269517,13.28512069,10.2027086,6.819775432,8.077392717,5.036700294,6.444567488,3.826599135,5.193801349,2.771895129,3.900656258,6.041840829,4.794537184,0,5.969305288,5.022633314,25.07378593,17.55039623,11.33678588,24.26546827,16.34633957,16.33780284,321.0590274,1.380952381,2.19047619,2.952380952,0.3125,-1.36,21,305.701,14.57198739,6.178250994,2.838691255,132.6508494,12.29424847,0.467586166,12.29424847,0.32730143,0.262241119,0.32730143,-0.447453704,-0.467586166,3.6739,84.642,321.829,0,3,0,1,1,1,1,2,4,0,5,0,3,0,0,0,110,4.736862954,6.041840829,0,0,0,5.969305288,4.899909731,4.794537184,0,11.33678588,29.8000411,35.06052151,22.98929332,7.109797541,3,9.531400138,28.90703106,0,4.899909731,0,19.00741886,13.65455395,56.7385816,0,0,0,0,0,22.93772577,24.52376897,22.49697817,0,22.04589101,35.71189811,5.022633314,0,0,29.54,5.00780998,8.069305652,15.84635443,2.708887769,2.108243418,-0.262241119,9.161105862,0.963240977,1.585641219,1.422762923,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.807761185,321.829,3.6739
189,627.0938759,13.82806265,9.9460415,9.9460415,9.058550648,5.595029218,5.595029218,3.990568329,3.990568329,2.567020736,2.567020736,1.575518244,1.575518244,0,9.901064579,0,28.59523194,0,11.62981856,30.34148838,18.20875424,0,0,10.21305479,256.0735589,0.894736842,1.526315789,2.157894737,0,-2.75,19,244.161,12.70032556,5.265942183,3.129319161,109.437944,11.83924288,0.507966251,11.83924288,0.18907488,0.100403544,0.18907488,-0.369837963,-0.507966251,2.6995,71.2429,256.257,3,4,0,0,0,2,0,2,4,3,4,0,3,0,0,0,96,15.31958218,17.2485355,5.783244946,0,0,0,4.794537184,0,0,0,18.20875424,35.90493987,6.066367068,5.563451492,2,20.11411937,11.85926505,0,0,0,0,0,59.66749257,0,17.2485355,0,0,17.2485355,0,21.10282713,0,0,15.92144017,48.54058959,0,6.076020107,0,77.76,0,0,11.83924288,27.81446271,0.872450449,-0.581341805,10.1597965,2.895389267,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582502973,256.257,2.6995
190,42.91260938,4.28445705,2.432812155,2.432812155,2.27005561,0.966406078,0.966406078,0.476054169,0.476054169,0.110193269,0.110193269,0,0,6.031114512,4.794537184,0,0,0,0,5.480096598,0,0,5.733667477,5.207253025,76.02727737,2,2.2,2.2,0,-0.77,5,72.023,4.23,1.539597523,3.23,28.53879826,9.229166667,0.34989128,9.229166667,0.335390909,0.939814815,0.335390909,-0.939814815,-0.34989128,-0.9561,14.5056,76.055,4,4,0,0,0,0,0,0,2,3,4,0,0,0,0,0,30,5.733667477,0,0,0,0,6.031114512,5.207253025,10.27463378,0,0,0,0,0,0,0,10.00179021,6.031114512,0,5.480096598,5.733667477,0,0,0,0,0,11.21376408,4.794537184,0,0,11.23836754,0,0,0,0,0,0,0,75.35,0,0,9.229166667,7.418981481,5.458333333,0,-0.939814815,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.256643606,76.055,-0.9561
191,1475.655213,37.67478686,31.32073053,31.32073053,24.82322664,18.59332624,18.59332624,15.04901705,15.04901705,9.381515217,9.381515217,6.327748917,6.327748917,47.48995332,23.97268592,0,36.4918148,58.5934452,11.12690298,0,6.9237372,93.25852921,21.26715442,9.473725908,719.4257992,0.692307692,1.192307692,1.769230769,0.575,-4.13,52,662.468,40.63776918,19.63484911,13.12887741,307.6891976,14.07419213,0.378792235,14.07419213,0.243007033,0.017092154,0.243007033,-1.028743641,-0.378792235,2.5835,198.1648,719.924,4,12,0,2,2,2,0,2,8,4,12,0,20,0,2,2,284,30.74088032,23.7265733,5.783244946,23.62871892,0,0,28.87259565,0,0,0,88.35861948,55.56973877,19.51033443,32.40724313,4,33.44641183,29.41196386,0,26.16706415,11.83581209,96.49120824,39.45491511,71.79057367,0,0,21.26715442,0,0,0,103.5352028,46.28805507,11.83581209,65.00805385,60.66367068,0,0,0,158.47,10.80809963,0,70.45453496,11.65260255,0.914635124,-1.832901269,15.31956611,1.761173988,12.33895557,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152234085,719.924,2.5835
192,569.7082902,17.56854962,12.8451679,14.35702579,10.70128506,7.090956783,7.846885729,5.524014295,6.367650202,3.014146554,3.578831878,1.948141895,2.323614867,24.87394439,19.63711952,0,23.04874726,11.44345494,0,12.13273414,6.066367068,13.8474744,10.63357721,23.20187978,360.0814928,1.260869565,1.913043478,2.47826087,0.428571429,-1.275064935,23,341.882,19.77096512,9.126043063,6.785412151,144.8613126,11.98664291,0.474964511,11.98664291,0.474964511,0.160083328,0.425736096,-1.667198216,-0.425736096,1.2661,90.3725,361.034,4,6,0,0,0,1,0,1,4,4,9,0,7,0,0,0,126,20.68162236,0,0,5.907179729,5.907179729,7.118392334,9.589074368,0,0,0,37.04935418,30.53782887,5.022633314,23.07203381,1,19.63711952,42.13463157,0,10.63357721,5.917906046,26.20948862,6.544756406,33.80781932,0,0,10.63357721,0,0,23.20187978,41.46674595,4.794537184,5.917906046,30.6262847,18.19910121,10.04526663,0,0,98.66,0,11.70562211,23.80657204,23.95182187,0.160083328,-1.704652654,4.432893654,0.400272265,3.470141168,-1.667198216,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550014922,361.034,1.2661
193,92.60593782,6.568914101,4.125137334,4.125137334,3.625897658,2.062568667,2.062568667,1.287477086,1.287477086,0.552730943,0.552730943,0.213865471,0.213865471,11.93861058,9.589074368,0,12.84164325,0,0,0,0,0,0,10.21305479,118.0266087,1,1.25,1.375,0.5,-1.06,8,112.04,6.94,3.009687482,4.94,45.74558908,9.640416667,0.481218929,9.640416667,0.303432489,0.296296296,0.303432489,-1.076481481,-0.481218929,-0.0642,24.5056,118.088,2,4,0,0,0,0,0,0,2,2,4,0,3,0,0,0,46,10.21305479,0,0,0,0,11.93861058,9.589074368,0,0,0,0,0,0,12.84164325,0,19.80212916,11.93861058,0,0,0,12.84164325,0,0,0,0,0,0,0,0,22.15166537,9.589074368,0,12.84164325,0,0,0,0,74.6,0,0,19.28083333,15.79805556,0,-2.152962963,0,-0.592592593,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543771403,118.088,-0.0642
194,389.1892185,15.7067423,10.53511188,11.42953907,9.272963365,5.656453432,6.288908964,3.897622525,4.262770897,2.247728645,2.612877016,1.156599984,1.413709769,42.3814081,19.17814874,0,18.59449685,0,0,0,0,0,23.26236636,15.94672227,307.0838063,1.2,1.8,2.25,0.6,-1.81,20,290.192,18.19,9.150713742,7.586610574,119.8529677,11.50371352,0.480086286,11.50371352,0.322470707,0.025618544,0.322470707,-1.219679189,-0.480086286,-2.2061,71.2744,307.328,6,9,0,0,0,0,0,0,6,6,10,0,9,0,0,0,114,26.58029947,18.62843806,0,11.81435946,0,11.93861058,19.17814874,0,12.62878915,0,0,6.420821623,12.17367523,0,0,29.39120353,36.38175918,0,10.63357721,5.733667477,24.9253249,12.29761001,0,0,0,16.36724469,0,0,12.62878915,58.3473165,19.17814874,0,12.84164325,0,0,0,0,158.82,0,3.873779569,43.74211822,21.36624676,5.229708173,-3.704065685,-2.150671899,-0.234962233,-0.566597345,0,2,0,0,0,0,0,0,0,2,2,4,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263437293,307.328,-2.2061
195,200.8589191,12.55204176,10.35584748,13.6218338,7.599284073,5.523715032,8.490041527,3.043061897,6.440025307,2.22752415,5.959013762,1.140309121,4.199059082,0,0,0,0,0,34.82009379,0,21.58779595,0,37.49476826,24.43574689,296.0509326,0.75,1,1.1875,0.8,0.48,16,276.392,16.48,9.503950076,5.702690372,117.90714,5.341120559,0.357394102,5.341120559,0.1469513,0.920839002,0.1469513,0.920839002,-0.357394102,3.6212,86.22,296.552,0,2,0,0,0,0,0,0,4,0,6,0,4,0,0,0,94,9.799819462,8.641068171,0,0,0,0,0,0,0,0,24.43574689,49.28274475,26.17902562,0,0,0,54.66461101,0,9.799819462,0,27.6949488,26.17902562,0,0,0,0,0,0,46.02354284,44.61991326,0,0,27.6949488,0,0,0,0,6.48,1.841678005,10.68224112,4.329057067,0,0,0,0,0,12.29628307,3.184074074,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57313489,296.552,3.6212
196,275.0055248,9.137828202,6.435498914,6.435498914,5.647065708,3.548618072,3.548618072,2.499651759,2.499651759,1.607504151,1.607504151,0.883813474,0.883813474,6.103966388,5.106527395,0,18.04378007,5.563451492,0,18.19910121,0,0,0,15.94672227,169.0738932,1.25,1.916666667,2.416666667,0.25,-1.26,12,158.092,8.83310987,3.424418662,1.663742547,69.8838793,9.226851852,0.504259875,9.226851852,0.157261455,0.087515117,0.157261455,-0.794907407,-0.504259875,0.0899,43.7858,169.18,5,4,0,0,0,1,0,1,4,4,4,0,2,0,0,0,66,21.05324966,0,11.49902367,0,0,0,0,0,0,0,6.066367068,17.69618563,6.544756406,6.103966388,1,15.31958218,0,0,0,5.733667477,6.103966388,6.544756406,23.7625527,0,11.49902367,5.733667477,0,11.49902367,0,21.86433859,0,0,11.66741788,18.19910121,0,0,0,86.71,0,0,0,27.20473639,5.691386054,-0.455582011,4.100185185,-0.794907407,0.087515117,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472427207,169.18,0.0899
