drugbankID,Result
DB01629,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)F
DB13671,C1N(CSC(=S)N1CC2=CC=CC=C2)CC3=CC=CC=C3
DB05540,C(C(C(=O)O)N)[N+](=NO)[O-]
DB00276,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42
DB15588,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O
DB11145,C1=CC2=C(C(=C1)O)N=CC=C2
DB11617,CCC1(CC(C2=C(C3=C(C=C2C1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)N(C)C)O
DB03459,C(C(C(=O)O)NC(=O)CP(=O)(O)O)C(=O)O
DB12450,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O
DB14636,CN1C2=NC=NC3=C2C(=CN3C4C(C(C(O4)COP(=O)(O)O)O)O)C(=N1)N
DB06693,CCC(C)C(=O)OC1CCC=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O
DB13046,C1C2C(C(C(O2)N3C4=NC=NC(=C4N=C3Cl)N)O)OP(=O)(O1)O
DB13243,C1=C(N=C(S1)C2C(C(C(O2)CO)O)O)C(=O)N
DB14056,CC1CCC(OC1C(C)C(=O)O)CC2CC(C(C3(O2)C(CC(O3)(C)C4CCC(O4)(C)C5C(CC(O5)C6C(CC(C(O6)(CO)O)C)C)C)C)C)OC
DB00205,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
DB00291,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl
DB05022,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N
DB12804,C1C2=C(C=CC(=C2)N)N=C3N1C(=O)C4=CC=CC=C43
DB13793,CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(=O)C2
DB15495,CN(C)C(=O)C1C(C2(C(C1O)(C3=C(O2)C=C(C=C3OC)OC)O)C4=CC=C(C=C4)OC)C5=CC=CC=C5
DB15586,C1C=C2C(=CC(=O)O2)C(O1)O
DB00400,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
DB04815,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1
DB12010,CC1(C(=O)N(C2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)COP(=O)(O)O)C
DB03523,CC1=C(C2=C(C=CC(=C2)F)N=C1C3=CC=C(C=C3)C4=CC=CC=C4F)C(=O)O
DB04177,CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=CC(=O)OC5)O)C)O
DB00170,CC1=CC(=O)C2=CC=CC=C2C1=O
DB12957,C1C(C(OC1N2C=C(C(=NC2=O)N)F)CO)O
DB06478,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4C)N
DB12515,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC=C5N=C4C3=C2)N)O
DB12996,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O
DB09031,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C
DB00631,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)F)Cl)N
DB02621,CC1CCC2CC(CC(O2)(C3CSC(=O)N3)O)OC(=O)C=C(CCC=CC=C1)C
DB13245,CN(C)C(=S)SSC(=S)N(C)C
DB12549,CN(C)CCCN1C2=C3C(=C(C=C2)[N+](=O)[O-])NC4=C(C3=N1)C=C(C=C4)OC
DB11948,CC1(CCC2=C(O1)C3=CC=CC=C3C(=O)C2=O)C
DB11919,C1=CC=C(C=C1)COC2=NC(=NC3=C2NC=N3)N
DB01933,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)C(NC6=O)O)NC)OC
DB00293,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O)C(=O)N1
DB12156,C1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)CO
DB06641,CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](CC1)(C)C
DB03496,CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
DB06595,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC
DB12709,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC
DB11940,C1=CC(=C(N=C1)C=NNC(=S)N)N
DB01097,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
DB03001,CC(=CC=CC=CC=C(C)C=C1C=C(C(=O)O1)C=CC23C(CC(CC2(O3)C)O)(C)C)C=C=C4C(CC(CC4(C)O)OC(=O)C)(C)C
DB11965,COC1=C(C=C2C(=C1)C(=O)N3CC(=C)CC3C=N2)OCCCOC4=C(C=C5C(=C4)N=CC6CC(=C)CN6C5=O)OC
DB04090,CC1=C(C(=O)C(=C(C1=O)N2CC2)CO)N3CC3
DB01196,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl
DB04014,C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)[N+](=O)[O-]
DB11841,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3
DB08312,C1CCC(CC1)COC2=NC(=NC(=C2N=O)N)N
DB14232,C1=CC=NC(=C1)C(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O
DB00455,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
DB04655,CC1=C(C(=NC(=N1)N)N)C2=CC(=C(C=C2)Cl)Cl
DB11689,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO
DB04845,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C
DB01667,C12=NNN=C1N=C(NC2=O)N
DB05812,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O
DB11544,CCC(C1CCC(C(O1)C(C)C(C(C)C(=O)C(CC)C2C(CC(C3(O2)C=CC(C4(O3)CCC(O4)(C)C5CCC(C(O5)C)(CC)O)O)C)C)O)C)C(=O)O
DB01167,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
DB00432,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O
DB08519,CC1=C2C=CC(=CC2=NN1)NC3=NC(=NC=C3)NC4=CC(=C(C(=C4)OC)OC)OC
DB00390,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
DB00756,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl
DB13326,C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N.[Cl-]
DB01782,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O
DB09010,CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F
DB09241,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-]
DB09286,C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N
DB13467,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O
DB11967,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)F)C(=O)NOCCO
DB12064,CCOC1=C(C(=O)N(C=C1)C2=CC=C(C=C2)F)C(=O)NC3=CC(=C(C=C3)OC4=C(C(=NC=C4)N)Cl)F
DB12318,CC1=C2C(=NC=NN2C=C1NC(=O)OCC3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F
DB01206,C1CCC(CC1)NC(=O)N(CCCl)N=O
DB12695,C1=CC=C(C=C1)CCN=C=S
DB14031,C1CN1C2=NC(=NC(=N2)N3CC3)N4CC4
