drugbankID,
DB00441,1
DB00544,2
DB01101,3
DB11672,4
DB00987,5
DB00997,6
DB00467,7
DB00445,8
DB00783,9
DB00773,10
DB03843,11
DB01611,12
DB00619,13
DB00331,14
DB06999,15
DB01229,16
DB00635,17
DB00755,18
DB04297,19
DB00169,20
DB01880,21
DB07767,22
DB02546,23
DB00984,24
DB00715,25
DB00675,26
DB07374,27
DB06973,28
DB00694,29
DB01248,30
DB00530,31
DB00947,32
DB00317,33
DB00860,34
DB00877,35
DB00398,36
DB00907,37
DB00853,38
DB01128,39
DB03756,40
DB01643,41
DB00661,42
DB01262,43
DB04703,44
DB01006,45
DB12385,46
DB00650,47
DB00526,48
DB00570,49
DB00480,50
DB14086,51
DB11091,52
DB03796,53
DB06728,54
DB01590,55
DB08881,56
DB00188,57
DB00091,58
DB12340,59
DB00396,60
DB04690,61
DB00295,62
DB09074,63
DB00255,64
DB04540,65
DB08117,66
DB00149,67
DB01268,68
DB07715,69
DB03575,70
DB00126,71
DB00136,72
DB00624,73
DB00316,74
DB00811,75
DB08823,76
DB04786,77
DB02901,78
DB00322,79
DB00762,80
DB01030,81
DB01076,82
DB14010,83
DB01151,84
DB00472,85
DB00333,86
DB00422,87
DB01488,88
DB12007,89
DB00313,90
DB00898,91
DB00928,92
DB01234,93
DB01577,94
DB12218,95
DB12774,96
DB12015,97
DB00290,98
DB12116,99
DB11730,100
DB08911,101
DB03904,102
DB01645,103
DB01217,104
DB00990,105
DB01204,106
DB01254,107
DB01181,108
DB00710,109
DB01700,110
DB05134,111
DB07101,112
DB01221,113
DB00563,114
DB00482,115
DB02709,116
DB00452,117
DB12025,118
DB00917,119
DB04263,120
DB00818,121
DB04216,122
DB01586,123
DB00133,124
DB00305,125
DB00388,126
DB00412,127
DB02010,128
DB05482,129
DB08916,130
DB06809,131
DB00184,132
DB01058,133
DB13182,134
DB01073,135
DB08865,136
DB03585,137
DB01169,138
DB00531,139
DB00254,140
DB00668,141
DB00678,142
DB00759,143
DB00152,144
DB00352,145
DB08844,146
DB01042,147
DB01708,148
DB15533,149
DB00523,150
DB00603,151
DB04868,152
DB01177,153
DB00444,154
DB00813,155
DB08399,156
DB01146,157
DB00888,158
DB08437,159
DB12539,160
DB00446,161
DB12645,162
DB01174,163
DB00499,164
DB02998,165
DB00262,166
DB03010,167
DB13108,168
DB12093,169
DB14085,170
DB01259,171
DB00135,172
DB01200,173
DB11875,174
DB04115,175
DB12480,176
DB08818,177
DB00753,178
DB00227,179
DB04485,180
DB09069,181
DB00160,182
DB01189,183
DB05767,184
DB01356,185
DB00641,186
DB00481,187
DB00356,188
DB00758,189
DB03285,190
DB01005,191
DB08889,192
DB09570,193
DB00139,194
DB00143,195
DB00822,196
DB00368,197
DB00734,198
DB00945,199
DB06774,200
DB01016,201
DB04865,202
DB01065,203
DB00121,204
DB11828,205
DB01373,206
DB14500,207
DB05076,208
DB04224,209
DB00014,210
DB00091 ,211
DB08624,212
DB00515,213
DB00605 ,214
DB04690 ,215
DB00444  ,216
DB08399 ,217
DB01249,218
DB00536,219
DB00541,220
DB01045,221
DB00958,222
DB11616,223
DB12257,224
DB00361,225
DB07352,226
DB08901,227
DB11805,228
DB12130,229
DB12200,230
DB06603,231
DB12985,232
DB12027,233
DB04960,234
DB07232,235
DB08912,236
DB00793,237
DB02281,238
DB00242,239
DB04198,240
DB01092,241
DB14655,242
DB01024,243
DB12873,244
DB04385,245
DB00437,246
DB01629,247
DB13671,248
DB05540,249
DB00276,250
DB15588,251
DB11145,252
DB11617,253
DB03459,254
DB12450,255
DB14636,256
DB06693,257
DB13046,258
DB13243,259
DB14056,260
DB00205,261
DB00291,262
DB05022,263
DB12804,264
DB13793,265
DB15495,266
DB15586,267
DB00400,268
DB04815,269
DB12010,270
DB03523,271
DB04177,272
DB00170,273
DB12957,274
DB06478,275
DB12515,276
DB12996,277
DB09031,278
DB00631,279
DB02621,280
DB13245,281
DB12549,282
DB11948,283
DB11919,284
DB01933,285
DB00293,286
DB12156,287
DB06641,288
DB03496,289
DB06595,290
DB12709,291
DB11940,292
DB01097,293
DB03001,294
DB11965,295
DB04090,296
DB01196,297
DB04014,298
DB11841,299
DB08312,300
DB14232,301
DB00455,302
DB04655,303
DB11689,304
DB04845,305
DB01667,306
DB05812,307
DB11544,308
DB01167,309
DB00432,310
DB08519,311
DB00390,312
DB00756,313
DB13326,314
DB01782,315
DB09010,316
DB09241,317
DB09286,318
DB13467,319
DB11967,320
DB12064,321
DB12318,322
DB01206,323
DB12695,324
DB14031,325
